customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-0175,Female,0,Yes,No,67,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,45.33,3031.24,Yes
CUST-0176,Female,0,No,No,54,Yes,Yes,Fiber optic,Yes,No,Yes,No,No internet service,No,Two year,No,Bank transfer (automatic),46.14,2502.61,Yes
CUST-0177,Female,0,Yes,No,55,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,112.06,6238.73,Yes
CUST-0178,Female,0,Yes,No,16,No,Yes,No,No,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,90.97,1491.7,Yes
CUST-0179,Male,0,Yes,No,37,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,Yes,Electronic check,76.26,2797.89,No
CUST-0180,Male,0,Yes,No,23,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,83.35,1846.88,No
CUST-0181,Female,0,No,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,21.19,1470.32,Yes
CUST-0182,Female,1,Yes,Yes,69,Yes,Yes,No,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),80.37,5499.33,Yes
CUST-0183,Male,1,No,No,10,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),69.46,635.48,No
CUST-0184,Female,1,Yes,No,15,No,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,Yes,Mailed check,73.1,1162.29,No
CUST-0185,Male,0,Yes,Yes,72,Yes,No,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.37,3958.26,Yes
CUST-0186,Female,1,No,No,58,Yes,No,DSL,No,No,No,No internet service,No,Yes,Two year,Yes,Mailed check,26.44,1552.8,No
CUST-0187,Female,0,No,Yes,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,37.68,2538.0,No
CUST-0188,Male,0,Yes,No,2,No,No,Fiber optic,No,No,Yes,Yes,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),113.8,317.06,No
CUST-0189,Male,1,No,Yes,19,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Bank transfer (automatic),59.32,1178.52,No
CUST-0190,Female,0,Yes,No,58,No,No,Fiber optic,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Electronic check,65.15,3763.51,Yes
CUST-0191,Female,1,Yes,Yes,35,Yes,Yes,DSL,Yes,No,No,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),23.55,798.49,Yes
CUST-0192,Male,0,No,No,18,Yes,No,No,Yes,No internet service,No internet service,No,No,No,One year,No,Credit card (automatic),22.03,400.46,No
CUST-0193,Female,0,Yes,No,66,Yes,No,No,Yes,No,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,90.33,5937.86,Yes
CUST-0194,Female,0,No,Yes,18,No,Yes,No,No,No,No,Yes,Yes,No,One year,No,Electronic check,72.33,1412.53,Yes
CUST-0195,Female,0,No,No,19,Yes,No,DSL,No internet service,Yes,No,No,No,No,Two year,No,Credit card (automatic),69.37,1298.75,No
CUST-0196,Male,1,Yes,Yes,70,Yes,No,Fiber optic,No,Yes,No,No,Yes,No internet service,Two year,Yes,Mailed check,42.68,2934.21,Yes
CUST-0197,Female,1,No,Yes,51,Yes,No,No,No internet service,Yes,No internet service,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),93.1,4827.52,Yes
CUST-0198,Male,0,Yes,Yes,32,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,35.16,1096.67,No
CUST-0199,Female,0,No,Yes,39,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,37.34,1495.58,Yes
CUST-0200,Female,0,Yes,No,38,Yes,No,No,No,No,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),64.55,2486.67,Yes
CUST-0201,Female,0,Yes,No,0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Bank transfer (automatic),47.02, ,Yes
CUST-0202,Female,0,Yes,No,10,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No internet service,Month-to-month,Yes,Electronic check,43.12,382.55,No
CUST-0203,Male,0,No,No,56,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),83.1,4651.19,Yes
CUST-0204,Male,0,No,No,49,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.67,4041.34,Yes
CUST-0205,Female,0,No,No,22,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Electronic check,101.11,2223.23,No
CUST-0206,Female,0,Yes,Yes,30,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Electronic check,60.23,1845.54,Yes
CUST-0207,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),25.6,1135.49,Yes
CUST-0208,Male,0,No,No,6,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Electronic check,45.75,220.11,No
CUST-0209,Female,0,Yes,Yes,15,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,116.74,1738.58,Yes
CUST-0210,Male,0,Yes,No,59,Yes,No phone service,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Mailed check,78.17,4585.79,Yes
CUST-0211,Male,1,Yes,Yes,1,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,No,Electronic check,89.58,103.27,No
CUST-0212,Female,0,No,No,0,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,18.99, ,No
CUST-0213,Male,1,Yes,No,47,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Electronic check,70.33,3259.08,No
CUST-0214,Female,0,No,No,11,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,22.02,157.62,No
CUST-0215,Male,0,Yes,Yes,68,Yes,No,DSL,No,Yes,No internet service,No,Yes,No,Month-to-month,No,Bank transfer (automatic),75.46,5059.36,Yes
CUST-0216,Female,0,No,Yes,36,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,110.79,3955.42,Yes
CUST-0217,Male,1,No,No,31,Yes,No,DSL,No,No,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),115.58,3666.52,Yes
CUST-0218,Female,0,No,No,8,Yes,No,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.58,598.02,Yes
CUST-0219,Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),64.3,1160.65,No
CUST-0220,Male,1,No,Yes,47,Yes,No,DSL,No,No internet service,No,No internet service,Yes,No,One year,Yes,Bank transfer (automatic),113.22,5388.68,Yes
CUST-0221,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.95,191.08,No
CUST-0222,Female,1,Yes,No,19,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Mailed check,24.77,494.51,No
CUST-0223,Male,1,No,No,23,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,65.06,1472.73,Yes
CUST-0224,Male,0,No,Yes,53,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),42.39,2214.8,Yes
CUST-0225,Male,0,No,Yes,32,No,No phone service,No,Yes,No,No internet service,No,Yes,Yes,One year,Yes,Credit card (automatic),65.47,2029.48,No
CUST-0226,Male,0,No,Yes,23,Yes,No,No,No,No internet service,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),64.02,1442.41,No
CUST-0227,Male,0,Yes,Yes,71,Yes,No,No,Yes,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,76.76,5435.93,Yes
CUST-0228,Female,0,No,No,35,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No internet service,Two year,No,Electronic check,54.11,1911.09,Yes
CUST-0229,Male,0,No,No,37,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,34.76,1284.28,Yes
CUST-0230,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,68.87,1634.63,Yes
CUST-0231,Male,0,Yes,No,17,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,101.69,1683.15,No
CUST-0232,Male,0,No,Yes,65,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,84.98,5543.66,Yes
CUST-0233,Female,0,Yes,No,53,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,No internet service,Two year,No,Mailed check,52.26,2744.89,Yes
CUST-0234,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),112.27,3834.87,Yes
CUST-0235,Male,1,No,Yes,60,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,109.93,6500.14,Yes
CUST-0236,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No internet service,No,No,Yes,No internet service,Two year,No,Mailed check,39.29,1588.42,No
CUST-0237,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),22.21,748.07,No
CUST-0238,Male,0,Yes,No,67,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No internet service,One year,No,Electronic check,92.75,6245.23,Yes
CUST-0239,Female,0,Yes,Yes,32,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Electronic check,101.42,3235.6,Yes
CUST-0240,Female,0,No,No,13,No,No,No,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,115.52,1547.53,Yes
CUST-0241,Female,0,No,No,20,Yes,No,DSL,No,Yes,No,No internet service,Yes,No internet service,Two year,Yes,Electronic check,107.68,2089.95,No
CUST-0242,Male,0,No,No,47,Yes,No,DSL,No,No,No,No internet service,Yes,No,One year,No,Mailed check,78.6,3689.74,Yes
CUST-0243,Male,0,No,Yes,19,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,Two year,No,Electronic check,71.52,1349.21,Yes
CUST-0244,Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,No internet service,No internet service,No,No,No,Two year,Yes,Credit card (automatic),21.05,199.17,No
CUST-0245,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,43.04,157.22,No
CUST-0246,Female,0,No,Yes,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Bank transfer (automatic),64.44,4200.13,Yes
CUST-0247,Male,0,No,Yes,16,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),81.41,1389.92,No
CUST-0248,Male,0,Yes,No,32,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,74.25,2254.47,Yes
CUST-0249,Female,0,Yes,No,47,Yes,No,DSL,No internet service,No,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),92.88,4406.08,Yes
CUST-0250,Male,0,Yes,No,58,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,No,Electronic check,46.37,2654.44,Yes
CUST-0251,Male,1,Yes,Yes,21,Yes,Yes,No,Yes,No internet service,No,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,75.03,1588.37,No
CUST-0252,Male,0,No,No,29,Yes,No,Fiber optic,No,No,No internet service,No internet service,Yes,No,Month-to-month,No,Bank transfer (automatic),27.11,856.88,No
CUST-0253,Male,0,No,Yes,37,Yes,No,Fiber optic,Yes,No,No internet service,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),59.82,2228.0,Yes
CUST-0254,Female,0,No,No,50,Yes,No,DSL,No internet service,No,No internet service,No,No,No,Two year,No,Mailed check,93.64,4753.73,No
CUST-0255,Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),87.94,4636.2,Yes
CUST-0256,Male,0,Yes,No,7,Yes,Yes,No,No,Yes,No,No,No,No,Two year,Yes,Mailed check,117.81,806.66,No
CUST-0257,Female,1,Yes,No,26,Yes,Yes,DSL,No,No,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),46.18,1240.02,No
CUST-0258,Male,0,Yes,No,26,Yes,No,No,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),68.32,1754.35,No
CUST-0259,Female,1,No,No,20,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,51.37,1057.27,Yes
CUST-0260,Female,0,No,Yes,29,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,62.53,1872.56,Yes
CUST-0261,Female,0,Yes,No,27,No,Yes,DSL,Yes,No,No internet service,No internet service,No,No,Two year,No,Credit card (automatic),104.37,2861.41,Yes
CUST-0262,Male,0,No,No,63,Yes,No,DSL,Yes,Yes,No,No internet service,No,No internet service,One year,Yes,Electronic check,87.01,5402.68,Yes
CUST-0263,Male,0,No,Yes,68,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),106.94,7254.85,Yes
CUST-0264,Male,1,No,No,60,Yes,No phone service,No,No,No,No,Yes,No internet service,Yes,Two year,No,Credit card (automatic),38.7,2336.09,No
CUST-0265,Male,0,Yes,No,47,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),106.02,4970.75,Yes
CUST-0266,Female,0,No,Yes,18,Yes,No phone service,No,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,24.26,440.65,No
CUST-0267,Female,0,No,No,3,Yes,No phone service,DSL,No,No internet service,No,Yes,No,No,Two year,No,Mailed check,107.55,337.4,No
CUST-0268,Male,1,No,No,34,Yes,No,DSL,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),51.32,1718.55,No
CUST-0269,Female,1,Yes,No,63,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Two year,Yes,Electronic check,49.87,3132.14,Yes
CUST-0270,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Bank transfer (automatic),69.71,3287.03,Yes
CUST-0271,Female,0,No,No,16,No,No,No,No,No,Yes,No internet service,Yes,No,Two year,No,Bank transfer (automatic),112.79,1780.75,No
CUST-0272,Male,0,No,No,43,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,Yes,Month-to-month,No,Mailed check,23.05,914.82,Yes
CUST-0273,Male,0,No,No,29,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,53.65,1561.67,Yes
CUST-0274,Female,0,Yes,No,45,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,Yes,Two year,Yes,Mailed check,104.34,4685.64,Yes
CUST-0275,Male,0,No,No,5,No,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,58.05,244.46,Yes
CUST-0276,Male,0,No,No,36,Yes,No,Fiber optic,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,38.27,1466.98,No
CUST-0277,Female,0,No,No,23,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Electronic check,60.94,1389.35,Yes
CUST-0278,Male,0,Yes,No,45,Yes,No,DSL,Yes,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),57.0,2579.33,Yes
CUST-0279,Female,0,Yes,No,52,No,Yes,Fiber optic,No,No,No,Yes,No,No internet service,Two year,No,Credit card (automatic),110.25,5701.07,No
CUST-0280,Male,0,Yes,No,59,Yes,No,Fiber optic,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),94.82,5573.66,Yes
CUST-0281,Male,0,No,Yes,62,Yes,No,Fiber optic,Yes,No internet service,No,No,No,Yes,Month-to-month,Yes,Mailed check,69.01,4294.84,Yes
CUST-0282,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Electronic check,117.58,3628.37,Yes
CUST-0283,Male,0,No,No,32,Yes,No,DSL,No,No,No,No internet service,No,Yes,One year,Yes,Mailed check,65.01,2080.49,No
CUST-0284,Male,0,Yes,No,66,Yes,Yes,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),24.1,1630.94,Yes
CUST-0285,Female,0,Yes,No,17,Yes,Yes,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Electronic check,44.61,732.47,No
CUST-0286,Male,0,No,Yes,24,Yes,Yes,DSL,Yes,No,No,No,No internet service,No internet service,Two year,No,Bank transfer (automatic),62.08,1423.31,No
CUST-0287,Male,0,Yes,Yes,53,Yes,No phone service,Fiber optic,No internet service,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,34.02,1726.75,Yes
CUST-0288,Female,0,No,Yes,57,Yes,No,No,Yes,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card (automatic),113.48,6540.28,Yes
CUST-0289,Female,0,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),95.32,6337.68,No
CUST-0290,Female,0,No,No,45,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Mailed check,45.21,2067.24,No
CUST-0291,Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,Month-to-month,No,Electronic check,77.63,1763.69,Yes
CUST-0292,Female,0,No,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,90.76,2746.91,No
CUST-0293,Female,0,Yes,No,46,Yes,No,No,No,No,No internet service,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.85,5176.98,Yes
CUST-0294,Female,0,Yes,No,22,Yes,Yes,No,Yes,Yes,No,No internet service,Yes,Yes,Month-to-month,No,Credit card (automatic),106.85,2346.03,No
CUST-0295,Female,0,No,Yes,65,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),70.03,4495.37,Yes
CUST-0296,Male,0,Yes,No,26,Yes,Yes,DSL,No,No,No internet service,No,No,No internet service,One year,Yes,Credit card (automatic),96.1,2425.12,Yes
CUST-0297,Male,0,No,No,1,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),74.75,-11.77,Yes
CUST-0298,Female,0,No,Yes,16,Yes,Yes,DSL,No,No,No,Yes,No internet service,No internet service,Two year,No,Electronic check,73.8,1213.67,Yes
CUST-0299,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Electronic check,29.78,892.69,Yes
CUST-0300,Female,0,Yes,Yes,8,Yes,No phone service,No,No internet service,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,30.93,262.91,Yes
CUST-0301,Female,0,Yes,No,42,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,No,Electronic check,71.47,2981.85,Yes
CUST-0302,Male,0,Yes,No,47,Yes,No phone service,No,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Credit card (automatic),45.27,2157.17,Yes
CUST-0303,Female,0,No,Yes,38,Yes,Yes,No,No internet service,No internet service,Yes,No,Yes,No,Two year,No,Bank transfer (automatic),20.36,790.47,No
CUST-0304,Male,0,Yes,No,41,Yes,Yes,No,No,No internet service,No,No,No,No,Two year,Yes,Mailed check,90.9,3715.3,No
CUST-0305,Female,0,No,No,25,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,21.51,544.27,Yes
CUST-0306,Female,1,No,No,49,Yes,Yes,DSL,No,No,No,No internet service,Yes,No,One year,Yes,Electronic check,78.08,3820.4,Yes
CUST-0307,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),72.44,1707.79,Yes
CUST-0308,Female,0,No,Yes,23,Yes,Yes,Fiber optic,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,115.62,2708.26,Yes
CUST-0309,Female,0,No,Yes,12,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,66.91,781.77,No
CUST-0310,Male,0,No,No,59,Yes,Yes,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,24.64,1449.42,Yes
CUST-0311,Female,1,No,No,6,No,Yes,Fiber optic,No,No,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,73.69,371.38,Yes
CUST-0312,Female,0,Yes,No,56,Yes,No phone service,DSL,Yes,Yes,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),102.78,5769.38,Yes
CUST-0313,Male,0,Yes,No,35,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,118.43,4114.52,No
CUST-0314,Female,0,Yes,Yes,44,Yes,No,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Credit card (automatic),61.5,2682.16,Yes
CUST-0315,Female,1,No,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),50.44,916.38,Yes
CUST-0316,Male,0,No,No,64,Yes,Yes,Fiber optic,Yes,No internet service,No,No,No,No internet service,Month-to-month,No,Mailed check,109.37,6993.48,Yes
CUST-0317,Female,0,Yes,Yes,7,Yes,No,DSL,No internet service,No internet service,No,Yes,No,No,Month-to-month,No,Electronic check,37.47,161.97,No
CUST-0318,Female,1,Yes,No,15,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,80.1,1235.62,No
CUST-0319,Female,1,Yes,No,13,Yes,No,DSL,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Mailed check,59.02,765.33,No
CUST-0320,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No,One year,Yes,Bank transfer (automatic),22.38,289.96,No
CUST-0321,Female,0,Yes,Yes,65,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,53.15,3377.34,Yes
CUST-0322,Male,0,Yes,No,31,Yes,Yes,No,No,No internet service,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),44.91,1413.86,Yes
CUST-0323,Male,0,No,No,62,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,Yes,Credit card (automatic),87.2,5374.68,Yes
CUST-0324,Female,1,Yes,No,50,No,No,No,No,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),113.6,5745.3,Yes
CUST-0325,Female,0,No,No,24,No,Yes,No,No internet service,Yes,No internet service,No,No,No,One year,No,Electronic check,45.19,1108.88,No
CUST-0326,Female,0,No,No,57,No,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),99.8,5765.33,Yes
